GI	V2	len	db	Plastic
SRR12678982_spa_contigs_428_35	2022	674	tr|A0A1S6Q8F9|A0A1S6Q8F9_9XANT	NR
SRR12678982_spa_contigs_11690_3	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
SRR12678982_spa_contigs_19775_4	657	219	WP_085690612.1	PET
SRR12678982_spa_contigs_26893_1	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR12678982_spa_contigs_26893_1	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR12678982_spa_contigs_26893_1	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR12678982_spa_contigs_26893_1	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR12678982_spa_contigs_52139_2	894	298	POM09750.1	PU
SRR12678982_spa_contigs_525731_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR12678982_spa_contigs_525731_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR12678982_spa_contigs_525731_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR12678982_spa_contigs_525731_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR12678983_spa_contigs_10973_4	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
SRR12678983_spa_contigs_191409_1	858	286	POM09750.1	PU
SRR12678984_spa_contigs_110047_1	933	311	ACL79592.1	DBP
SRR12678985_spa_contigs_160530_3	489	163	AOA73724.1	PVA
ERR2835736_spa_contigs_3337_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
ERR2835736_spa_contigs_3337_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
ERR2835736_spa_contigs_3337_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
ERR2835736_spa_contigs_3337_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
ERR2835736_spa_contigs_12354_1	1188	396	ACL79592.1	DBP
ERR2835736_spa_contigs_29665_1	750	250	BAE47077.1	TP
ERR2841088_spa_contigs_226_15	1476	492	BAA35137.1	PHAs
ERR2841088_spa_contigs_226_15	1476	492	BAA35137.1	PPL
ERR2841088_spa_contigs_644_27	1485	495	BAA19791.1	PHAs
ERR2841088_spa_contigs_644_27	1485	495	BAA19791.1	PEA
ERR2841088_spa_contigs_644_27	1485	495	BAA19791.1	PES
ERR2841088_spa_contigs_11135_2	1479	493	BAA19791.1	PHAs
ERR2841088_spa_contigs_11135_2	1479	493	BAA19791.1	PEA
ERR2841088_spa_contigs_11135_2	1479	493	BAA19791.1	PES
ERR2851113_spa_contigs_17704_2	1218	406	AAD03558.1	PAE
ERR2851138_spa_contigs_61789_1	729	243	ACL79592.1	DBP
SRR16319859_spa_contigs_1_1211	786	262	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319859_spa_contigs_33_204	777	259	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319859_spa_contigs_102120_1	546	182	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319860_spa_contigs_821_5	774	258	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319860_spa_contigs_33835_2	450	150	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319860_spa_contigs_229906_1	435	145	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319860_spa_contigs_257172_1	486	162	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319860_spa_contigs_293316_1	474	158	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319861_spa_contigs_535_2	777	259	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319861_spa_contigs_126267_2	570	190	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319861_spa_contigs_298519_1	507	169	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319862_spa_contigs_45467_1	546	182	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319862_spa_contigs_83947_1	468	156	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319862_spa_contigs_90356_2	438	146	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319862_spa_contigs_141546_1	441	147	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319863_spa_contigs_20355_3	774	258	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319863_spa_contigs_187369_2	477	159	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319863_spa_contigs_370230_1	453	151	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319864_spa_contigs_955_2	786	262	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319864_spa_contigs_19253_1	591	197	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319864_spa_contigs_91797_1	786	262	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319865_spa_contigs_5976_2	786	262	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319865_spa_contigs_24559_2	786	262	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319865_spa_contigs_37044_3	420	140	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319865_spa_contigs_92568_1	687	229	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319865_spa_contigs_135178_1	432	144	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319865_spa_contigs_154766_1	591	197	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319865_spa_contigs_194584_1	462	154	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319866_spa_contigs_127741_2	396	132	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319866_spa_contigs_128351_1	507	169	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319866_spa_contigs_181292_1	441	147	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319866_spa_contigs_213360_1	453	151	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_3_779	786	262	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_48446_3	693	231	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_83589_2	621	207	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_119688_1	468	156	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_178077_1	420	140	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_263126_1	498	166	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_273597_1	489	163	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_366179_1	420	140	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR16319867_spa_contigs_427207_1	390	130	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR5892083_spa_contigs_428431_1	828	276	AAD03558.1	PAE
SRR5892083_spa_contigs_564376_1	693	231	tr|H6N162|H6N162_GORPV	NR
SRR5892085_spa_contigs_1358465_1	429	143	BAE47086.1	TP
B1-B6_spa_contigs_68_113	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_68_113	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_68_113	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_68_113	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_142_61	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
B1-B6_spa_contigs_142_61	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
B1-B6_spa_contigs_142_61	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
B1-B6_spa_contigs_142_61	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
B1-B6_spa_contigs_233_92	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_233_92	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_233_92	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_233_92	855	285	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_600_36	606	202	AMW89397.1	PBAT
B1-B6_spa_contigs_1025_5	861	287	AAN70570.1	PHAs
B1-B6_spa_contigs_2583_29	858	286	AAN70570.1	PHAs
B1-B6_spa_contigs_6683_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_6683_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_6683_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_6683_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_6761_7	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_6761_7	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_6761_7	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_6761_7	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_10542_15	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_10542_15	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_10542_15	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_10542_15	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_15267_7	861	287	AAN70570.1	PHAs
B1-B6_spa_contigs_15824_7	861	287	AAN70570.1	PHAs
B1-B6_spa_contigs_23629_2	1686	562	AAY92474.2	PU
B1-B6_spa_contigs_29642_1	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_29642_1	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_29642_1	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_29642_1	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_56560_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
B1-B6_spa_contigs_56560_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
B1-B6_spa_contigs_56560_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
B1-B6_spa_contigs_56560_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
B1-B6_spa_contigs_61009_2	1854	618	AAY92471.1	PU
B1-B6_spa_contigs_63975_2	657	219	WP_085690612.1	PET
B1-B6_spa_contigs_69936_2	852	284	AAQ72538.1	PCL
B1-B6_spa_contigs_69936_2	852	284	AAQ72538.1	PHAs
B1-B6_spa_contigs_77264_2	606	202	AMW89397.1	PBAT
B1-B6_spa_contigs_118558_1	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_118558_1	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_118558_1	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_118558_1	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_131247_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_131247_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_131247_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_131247_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_182881_2	606	202	AMW89397.1	PBAT
B1-B6_spa_contigs_232216_2	1479	493	BAA19791.1	PHAs
B1-B6_spa_contigs_232216_2	1479	493	BAA19791.1	PEA
B1-B6_spa_contigs_232216_2	1479	493	BAA19791.1	PES
B1-B6_spa_contigs_286222_1	366	122	AMW89397.1	PBAT
B1-B6_spa_contigs_461574_1	1077	359	AAD03558.1	PAE
B1-B6_spa_contigs_527117_1	918	306	BAA19791.1	PHAs
B1-B6_spa_contigs_527117_1	918	306	BAA19791.1	PEA
B1-B6_spa_contigs_527117_1	918	306	BAA19791.1	PES
B1-B6_spa_contigs_533930_1	1059	353	AAY92474.2	PU
B1-B6_spa_contigs_584468_1	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_584468_1	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_584468_1	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_584468_1	1011	337	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_601830_1	657	219	WP_085690612.1	PET
B1-B6_spa_contigs_615643_1	645	215	AAN70570.1	PHAs
B1-B6_spa_contigs_688580_1	495	165	AAQ72538.1	PCL
B1-B6_spa_contigs_688580_1	495	165	AAQ72538.1	PHAs
B1-B6_spa_contigs_851853_2	672	224	AAN70570.1	PHAs
B1-B6_spa_contigs_1573616_1	636	212	BAE47077.1	TP
B1-B6_spa_contigs_1820502_1	585	195	00056||Lipase||Burkholderia_cepacia||PBSA	PBSA
B1-B6_spa_contigs_2214938_1	522	174	AMW89397.1	PBAT
B1-B6_spa_contigs_2281722_1	465	155	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B1-B6_spa_contigs_2281722_1	465	155	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B1-B6_spa_contigs_2281722_1	465	155	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B1-B6_spa_contigs_2281722_1	465	155	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B1-B6_spa_contigs_2575918_1	477	159	AAN70570.1	PHAs
B1-B6_spa_contigs_2724536_1	462	154	AOA73724.1	PVA
B1-B6_spa_contigs_4723497_1	342	114	WP_085690612.1	PET
B1-B6_spa_contigs_6474255_1	285	95	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
B1-B6_spa_contigs_6481811_1	285	95	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
B1-B6_spa_contigs_7137455_1	177	59	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
B7-B12_spa_contigs_5624_8	1236	412	BAE47077.1	TP
B7-B12_spa_contigs_14950_5	1236	412	BAE47077.1	TP
B7-B12_spa_contigs_38741_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
B7-B12_spa_contigs_38741_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
B7-B12_spa_contigs_38741_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
B7-B12_spa_contigs_38741_3	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
B7-B12_spa_contigs_93519_2	774	258	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
B7-B12_spa_contigs_1238601_1	699	233	AAD03553.1	PAE
C1-C6_spa_contigs_32_169	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
C1-C6_spa_contigs_32_169	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
C1-C6_spa_contigs_32_169	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
C1-C6_spa_contigs_32_169	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
C1-C6_spa_contigs_248_32	1320	440	AAD03558.1	PAE
C1-C6_spa_contigs_713_13	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
C1-C6_spa_contigs_2737_1	813	271	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
C1-C6_spa_contigs_3154_13	1242	414	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
C1-C6_spa_contigs_4188_5	882	294	sp|Q4W8C9|3HBOH_CUPNH	PHAs
C1-C6_spa_contigs_6999_4	1332	444	AAD03558.1	PAE
C1-C6_spa_contigs_6999_7	993	331	AAD03553.1	PAE
C1-C6_spa_contigs_6999_9	963	321	AAD03550.1	PAE
C1-C6_spa_contigs_7603_8	891	297	sp|Q4W8C9|3HBOH_CUPNH	PHAs
C1-C6_spa_contigs_14503_5	1242	414	BAE47077.1	TP
C1-C6_spa_contigs_14503_8	1011	337	BAE47080.1	TP
C1-C6_spa_contigs_14525_2	1485	495	BAA19791.1	PHAs
C1-C6_spa_contigs_14525_2	1485	495	BAA19791.1	PEA
C1-C6_spa_contigs_14525_2	1485	495	BAA19791.1	PES
C1-C6_spa_contigs_15272_8	1812	604	00084||MHETase||Ideonella_sakaiensis||PET	PET
C1-C6_spa_contigs_16120_1	849	283	tr|Q0K7T2|Q0K7T2_CUPNH	PHAs
C1-C6_spa_contigs_36924_2	993	331	AAD03553.1	PAE
C1-C6_spa_contigs_39766_2	963	321	AAD03550.1	PAE
C1-C6_spa_contigs_50972_1	828	276	BAA19791.1	PHAs
C1-C6_spa_contigs_50972_1	828	276	BAA19791.1	PEA
C1-C6_spa_contigs_50972_1	828	276	BAA19791.1	PES
C1-C6_spa_contigs_73140_1	828	276	00056||Lipase||Burkholderia_cepacia||PBSA	PBSA
C1-C6_spa_contigs_152625_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
C1-C6_spa_contigs_152625_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
C1-C6_spa_contigs_152625_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
C1-C6_spa_contigs_152625_2	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
C1-C6_spa_contigs_156290_2	798	266	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
C1-C6_spa_contigs_197873_1	336	112	AMW89397.1	PBAT
C1-C6_spa_contigs_948726_1	636	212	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
C1-C6_spa_contigs_948726_1	636	212	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
C1-C6_spa_contigs_948726_1	636	212	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
C1-C6_spa_contigs_948726_1	636	212	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
C1-C6_spa_contigs_969333_1	639	213	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
C1-C6_spa_contigs_969333_1	639	213	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
C1-C6_spa_contigs_969333_1	639	213	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
C1-C6_spa_contigs_969333_1	639	213	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
C1-C6_spa_contigs_1361225_1	519	173	sp|Q4W8C9|3HBOH_CUPNH	PHAs
C1-C6_spa_contigs_1770765_1	444	148	AAA64538.1	PHAs
C1-C6_spa_contigs_1902040_1	426	142	AAN70570.1	PHAs
C1-C6_spa_contigs_4069861_1	279	93	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
C1-C6_spa_contigs_4171337_1	279	93	AMW89397.1	PBAT
C7-C12_spa_contigs_69630_2	798	266	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
C7-C12_spa_contigs_69630_2	798	266	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
C7-C12_spa_contigs_69630_2	798	266	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
C7-C12_spa_contigs_69630_2	798	266	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
C7-C12_spa_contigs_110047_3	852	284	AAQ72538.1	PCL
C7-C12_spa_contigs_110047_3	852	284	AAQ72538.1	PHAs
C7-C12_spa_contigs_179873_1	765	255	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
C7-C12_spa_contigs_207136_1	969	323	AAQ93689.1	PAE
C7-C12_spa_contigs_344362_1	564	188	AAQ72538.1	PCL
C7-C12_spa_contigs_344362_1	564	188	AAQ72538.1	PHAs
C7-C12_spa_contigs_557462_1	570	190	AAQ93691.1	PAE
C7-C12_spa_contigs_1914746_1	300	100	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
D1-D6_spa_contigs_219_13	1479	493	BAA19791.1	PHAs
D1-D6_spa_contigs_219_13	1479	493	BAA19791.1	PEA
D1-D6_spa_contigs_219_13	1479	493	BAA19791.1	PES
D1-D6_spa_contigs_16443_17	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
D1-D6_spa_contigs_21760_6	774	258	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
D1-D6_spa_contigs_105748_6	603	201	WP_058088494.1	PET
D1-D6_spa_contigs_395310_1	1650	550	BAA76305.1	PU
D1-D6_spa_contigs_530557_1	555	185	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
D1-D6_spa_contigs_687583_1	633	211	AAN70570.1	PHAs
D1-D6_spa_contigs_910752_1	1095	365	BAA19791.1	PHAs
D1-D6_spa_contigs_910752_1	1095	365	BAA19791.1	PEA
D1-D6_spa_contigs_910752_1	1095	365	BAA19791.1	PES
D1-D6_spa_contigs_1064639_1	990	330	BAE47077.1	TP
D1-D6_spa_contigs_1130528_1	954	318	BAE47077.1	TP
D1-D6_spa_contigs_1359089_1	849	283	BAF98449.1	PEG
D1-D6_spa_contigs_1547434_1	777	259	AAD03558.1	PAE
D1-D6_spa_contigs_2034376_1	540	180	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
D1-D6_spa_contigs_2034376_1	540	180	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
D1-D6_spa_contigs_2034376_1	540	180	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
D1-D6_spa_contigs_2034376_1	540	180	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
D1-D6_spa_contigs_5552294_1	339	113	AMW89397.1	PBAT
D7-D12_spa_contigs_877620_1	444	148	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
D7-D12_spa_contigs_877620_1	444	148	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
D7-D12_spa_contigs_877620_1	444	148	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
